پ,Eng Name,Ar Name
4167,Ruqayya Nyās bint al-Shaykh Ibrāhīm,رقية إنياس بنت الشيخ إبراهيم
4168,Sa`d,سعد
4171,Sa`d al-Dīn Mas`ūd b. `Umar al-Taftāzānī,سعد الدين مسعود بن عمر التفتازاني‏ ‬
4172,Sa`d al-Kull Inkundarī,سعد الكل إنكندري
4173,Sa`d b. `Abd Allāh and `Abd Allāh b. Sulaymān,سعد بن عبد الله وعبد الله بن سليمان
4174,Sa`d b. `Alī b. Muḥammad al-Zanjānī,سعد بن علي بن محمد الزنجاني
4175,Sa`d b. `Umar b. Sa`īd Jaliyā,سعد بن عمر بن سعيد جليا
4178,Sa`d b. Abī Ja`far Aḥmad b. Ibrāhīm b. Layun al-Tujibī,سعد‏ (‬ن‏: ‬سعيد‏) ‬بن ابي‏ ‬جعفر احمد بن إبراهيم بن ليون التجيبي‏
4179,Sa`dī b. Ḥabīb Bāba b. Muḥammad al-Hādī al-Ya`qūbī al-Wadānī,سعدي بن حبيب بابا بن محمد الهادي اليعقوبي الوداني
4180,Sa`d b. al-Ḥājj (Inkundarī ?),سعد بن الحاج (أنكندري ؟)
4181,Sa`d b. al-Mukhtār b. Muḥammad Bāba,سعد بن المختار بن محمد باب
4182,Sa`d b. Ibrāhīm al-Fulānī al-Sīlī al-Fūtī al-Labawī,سعد بن إبراهيم الفلاني السيلي الفوتي الابوي
4188,Sa`d b. Salmān al-Simlālī,سعد بن سلمان السملالي
4189,Sa`d Būh b. Muḥammad Faḍl [Ṿāḍil] al-Qalqamī,سعد بوه بن الشيخ محمد فاضل القلقمي
4190,Sa`īd,سعيد
4191,Sa`īd b. `Abd al-Mun`im,سعيد بن عبد المنعم
4193,Sa`īd b. `Abd al-Raḥmān b. Salām al-Ghafārī,سعيد بن عبد الرحمان بن سالم الغفاري
4194,Sa`īd b. Abī Bakr,سعيد بن أبي بكر
4195,Sa`īd b. Aḥmad,سعيد بن أحمد
4197,Sa`īd b. Aḥmad b. Muḥammad al-Māghumī,سعيد بن أحمد بن محمد الماغمي
4198,Sa`īd b. Alfā Ghiṭāṭū (Gidado) and Aḥmad Bāba b. al-`Abbās and Aḥmad b. Sani Shirfa,سعيد بن ألفا غطاطو وأحمد باب بن العباس وأحمد بن سن شرف
4199,Sa`īd b. Bāba,سعيد بن باب
4200,Sa`īd b. Bāba b. Sa`īd b. al-Ḥājj `Abd al-Raḥmān b. Ismā`īl b. Muḥammad Kūrdu al-Fulānī,سعيد بن باب بن سعيد بن الحاج عبد الرحمان بن اسمعيل بن محمد كورد الفلاني
4201,Sa`īd b. Bāba Taw b. Sa`īd b. Bāba,سعيد بن بابا تاو بن سعيد بن بابا
4203,Sa`id b. Ibrāhīm Qadūra al-Tūnisī al-Jazā'irī,سعيد بن إبراهيم قدورة التونسي الجزائري‏ ‬
4205,Sa`īd b. Mas`ūd al-Māghūsī al-Ṣanhājī,سعيد بن مسعود الماغوسي الصنهاجي
4206,Sa`īd b. Muḥammad al-`Uqbānī,سعيد بن محمد العقباني
4207,Sa`īd b. Muḥammad Baghayogho b. Muḥammad Kūrdu al-Wangarī,سعيد بن محمد بغيغ بن محمد كورد الونكري
4208,Sa`īd b. Muḥammad Bello b. `Uthmān,سعيد بن محمد بل بن عثمان
4211,Sa`īd b. Ṣiddīq b. Muḥammad Mūlay al-Ghābīrī,سعيد بن صديق بن محمد مولاي الغابيري
4212,Sa`īd b. Sulaymān,سعيد بن سليمان
4213,Sa`īd b. Tīrnū (Cerno) Aḥmadū b. Tīrnū (Cerno) Wusī,سعيد بن ترنو أحمدو بن ترنو وسي
4215,Sa`īd ibn Ābb,سعيد ابن ابّ
4216,Sa`īd LImām b. Abd `Allāh b. Mūsa b. Dāwūd Fughalāwī al-Sansāwī,سعيد لمام بن عبدالله بن موسى بن داوود الفغلاوى السنساوى
4217,Sa`īd Qāḍī b. `Uthmān al-Buzālī,سعيد قاضي بن عثمان البوزالي
4218,Ṣādiq b. Alfā Dūnakawī,صادق بن ألفا دونكوي
4219,Ṣādiq b. Munīh,صادق بن منيه
4220,Ṣādiq Muḥammad Sharīf,صادق محمد شريف
4221,Sadūm b. Ndartu,سدوم بن اندرت
4222,al-Mukhtār Ummū b. Muḥummadhun b. Aḥmad b. al-`Āqil ad-Daymānī,المختار أمو بن محمذن بن أحمد بن العاقل الديماني
4223,Ṣafī al-Dīn al-Baghdādī al-Ḥanbalī,صفي الدين البغدادي الحنبلي
4224,Sahl b. Muḥammad al-Sijistānī,سهل بن محمد السجستاني
4225,Sahl b.`Abd Allāh al-Tusturī,سهل بن عبد الله التستري
4226,Sahlā Sabrī,سهلا سبري
4228,Sājqalī Zādh Muḥammad b. Abī Bakr al-Mar`ashī,ساچقلي‏ ‬زاده محمد بن ابي‏ ‬بكر المرعشي‏ ‬
4229,Sakākī al-Barjamī,سكاكي البرجمي
4230,Saktānī al-Marrākushī,سكتاني المراكشي
4231,Ṣāliḥ b. Muḥammad al-Sūfī,صالح بن محمد السوفي
4232,Ṣalatān al-`Abdī,صلتان اللعبدي
4233,Ṣāliḥ,صالح
4234,Ṣāliḥ `Abd al-Sami` al-Abī,صالح عبد السميع الآبي
4235,Ṣāliḥ b. `Abd al-Raḥmān,صالح بن عبد الرحمان
4236,Ṣāliḥ b. Abd al-Qūddūs al-Azdī,صالح بن عبد القدوس الأزدى
4237,Ṣāliḥ b. Muḥammad al-Shaykh al-Sūqī,صالح بن محمد الشيخ السوقي
4238,Ṣāliḥ b. Muḥammad b. `Uthmān,صالح بن محمد بن عثمان
4239,Ṣāliḥ Bāba b. Abī Bakr Maī Jalālayn,صالح بابه بن أبي بكر مي جلالين
4240,Ṣāliḥ Dan Mālam Abū Bakr Bāba,صالح طن مالم أبو بكر بابه
4241,Ṣāliḥ Kūntaghūra,صالح كونت غور
4242,Sālik b. al-Bukhārī b. Muḥammad al-Amīn al-Jubahī,سالك بن البخاري بن محمد الأمين الجبهي
4243,Sālik b. al-Imām al-Ghallāwī,سالك بن الإمام الغلاوي
4244,Sālim b. Aḥmad b. Sālim,سالم بن أحمد بن سالم
4245,Sālim b. al-Shaykh b. 'Ummī,سالم بن الشيخ بن أمي
4246,Sālim b. Muḥammad al-Kasamānī,سالم بن محمد الكسماني
4248,Sālim b. Muḥammad al-Sanhūrī (Sankurī),سالم بن محمد السنهوري‏ (سنكري) ‬
4250,Salmūn b. Shaykh J.M.,سلمان بن شيخ ج . م
4251,Samak al-Mutaghīl,سمك المتغيل
4252,Sambu Wālī Junayd,سمبو ولي جنيد
4253,Ṣanba Anjam (?),سنب انجم (?)
4254,Sanba b. Barbuwī al-Fulānī al-Māsinī,سنب بربوى الفلانى الماسنى
4255,Sanba Busansadī,سنب بسنسدي
4256,Sanhūrī (Sankurī),سنهوري (سنكري)
4257,Sani Shirfa,سن شرف
4258,Ṣanif `Abd al-Raḥmān,صانف عبد الرحمان
4259,Ṣāwī,صاوي
4260,Sayrusī,سيروسي
4261,Sayum b. Muḥammad Sayum b. Ṭāhir b. `Ajam al-Juljulī,سيوم بن محمد بن سيوم بن طاهر بن عجم الجلجلي
4262,several authors,متفرقون
4264,Sha`bān b. Mudwaī,شعبان بن مدوي
4265,Shāfi`ī (and others),شافعي (وآخرون)
4266,Shamākh b. Ḍarār al-Ghaṭfānī,شماخ بن ضرار الغطفاني
4267,Shamharūsī,شمهروسي
4270,Shams al-Dīn b. Muḥammad b. `Abd Allāh al-Anṣārī,شمس الدين بن محمد بن عبد الله الأنصاري
4271,Shanfara `Amr b. Mālik al-Azdī,شننفري عمرو بن مالك الازدي
4272,Sharaf al-Din Dawūd al-Bākhalī,شرف الدين داوود الباخلي
4273,Sharīf al-Daghūghī al-Sūqī,شريف الدغوغي السوقي
4274,Sharīf b. al-Yamānī,شريف بن اليماني
4275,Sharīf b. Sīdi Aḥmad b. al-Ṣabbār al-Majlisī,شريف بن سيد أحمد بن الصبار المجلسي
4276,Sharīf Ja`far b. al-Mahdī,شريف جعفر بن المهدي
4277,Sharīf Muḥammad Bu `Asrī,شريف محمد بو عسري
4278,Sharīf Yaḥya,شريف يحيى
4279,Shatū Mai Waynā,شتو ميوينا
4280,Shaykh `Abd al-Qāḍī,شيخ عبد القاضي
4281,Shaykh `Abd al-Raḥmān,شيخ عبد الرحمان
4282,Shaykh `Abd Allāh,شيخ عبد الله
4283,Shaykh 'Ubb b. Muḥammad Yaḥya al-Walātī,شيخ أب بن محمد يحيي الولاتي
4284,Shaykh Abī Masūr `Abd Allāh al-Ṣababī,شيخ أبي مسور عبد الله الصببي
4285,Shaykh Abī Muḥammad al-Bashīr b. Muḥammad b. Muṣṭafa,شيخ أبي محمد البشير بن محمد بن مصطفى
4286,Shaykh Aḥmad,شيخ أحمد
4288,Shaykh Aḥmad al-Sūqī,شيخ أحمد السوقي
4289,Shaykh al-`Amrūsī,شيخ العمروسي
4291,Shaykh al-Imām,شيخ الإمام
4292,Shaykh al-Imām Muḥammad `Abd Allāh b. `Umar,شيخ الإمام محمد عبد الله بن عمر
4293,Shaykh al-Kayyi,شيخ الكي
4294,Shaykh al-Kuntī,شيخ الكنتي
4295,Shaykh al-Marābaṭ,شيخ المرابط
4296,Shaykh al-Qubrī al-Kuntī,شيخ القبري الكنتي
4297,Shaykh b. `Abd al-`Azīz,شيخ بن عبد العزيز
4298,Shaykh b. Aḥmad b. Idrīs,شيخ بن أحمد بن ادريس
4299,Shaykh b. Aḥmad b. Muḥammadhan Maylūd,شيخ بن أحمد بن محمذ ميلود
4300,ash-Shaykh b. Aḥmad Nāfi` al-Ya`qūbī,الشيخ بن أحمد نافع اليعقوبي
4301,Shaykh b. Bāba,شيخ بن باب
4302,ash-Shaykh b. Ḥāmmannī al-Ghallāwī,الشيخ بن حامني الغلاوي
4304,Shaykh b. Muḥammad al-Inkundarī,شيخ بن محمد الإنكندري
4305,Shaykh b. Mūlāy Ismā`īl (and his sons),شيخ بن مولاي إسماعيل (و اولاده)
4306,Shaykh b. Sa`īd al-Abyayrī,شيخ بن سعيد الإبيري
4307,ash-Shaykh b. Sīdi `Ālī b. al-Ḥabīb aj-Jakanī al-Ibrāhīmī,الشيخ بن سيد عالي بن الحبيب الجكني الإبراهيمي
4308,Shaykh b. Sīdi b. Aḥmad al-Tinwājīwī,شيخ بن سيد بن أحمد التنواجيوي
4309,ash-Shaykh b. Sīdī Muḥammad b. Muhammad b. Ḥabat al-Ghallāwī ash-Shinqīṭī,الشيخ بن سيدي محمد بن محمد بن حبت الغلاوي الشنقيطي
4310,Shaykh b. Tāj al-Dīn al-Shaykh,شيخ بن تاج الدين الشيخ
4311,Shaykh Fūdī,شيخ فودي
4312,Shaykh Isḥāq b. Sa`īd,شيخ إسحاق بن سعيد
4313,Shaykh Majd al-Dīn al-Anṣārī al-Sūqī,شيخ مجد الدين الأنصاري السوقي
4314,Shaykh Muḥammad,شيخ محمد
4315,Shaykh Mūsa Imām,شيخ موسي امام
4316,Shaykh Shuwarī Shuhutī,شيخ شوري شهتي
4317,Shaykh Sīdi Muḥammad,شيخ سيد محمد
4318,Shaykh Ṣukkutū (Sokoto),شيخ صكتو
4319,Shaykh Tijān Ghāī,شيخ تجان غاي
4320,Shaykh Zuhayr b. Sīdi Muḥammad al-Kuntī,شيخ زهير بن سيد محمد الكنتي
4321,ash-Ashbīh b. Mā' al-`Aynayn al-Qalqamī,لاشبيه بن ماء العينين القلقمي
4322,Shihāb al-Dīn Aḥmad b. Abī Ḥujla,شهاب الدين أحمد بن أبي حجله
4323,Shinqīṭī,شنقيطي
4324,Shitta b. `Abd al-Ra'ūf b. Muḥammad,شت بن عبد الرؤوف بن محمد
4325,Shu`ayb `Uthmān Zāriā,شعيب عثمان زاريا
4326,Shu`ayb b. Abī Muqri' b. Jibril,شعيب بن أبي مقرء بن جبرل
4327,Abū Madyan Shu`ayb b. al-Ḥasan al-Anṣārī al-Tilimsānī,شعيب بن الحسن التلمساني
4328,Shu`ayb b.`Abd Allāh b. Sa`d al-Ḥurīfīshī,شعيب بن عبد الله بن سعد الحريفيشي
4329,Sidāt Muḥammad al-Qayd,سيدات محمد القيد
4330,Sīdāt b. Muḥammad b. Bāba b. ash-Shaykh al-Muṣṭafā al-Abyayrī,سيدات بن محمد بن بابه بن الشيخ المصطف الأبييري
4331,Ṣiddīq b. Muḥammad,صديق بن محمد
4332,Ṣiddīq b. Ramaḍān,صديق بن رمضان
4333,Ṣiddīq Muḥammad b. al-Bukhārī,صديق محمد بن البخاري
4334,Sīdi `Abd al-Qādir al-Raqqādī,سيدي عبد القادر الرقادي
4335,Sīdi `Abd al-Wālī b. Muḥammad al-Qayrawānī,سيد عبد الوالي بن محمد القيرواني
4336,Sīdi `Abd Allāh Aḥmad Maḥmūd b. Sīdi `Abd Allāh,سيد عبد الله أحمد محمود بن سيد عبد الله
4338,Sīdi `Abd Allāh b. al-Faḍl b. Bārīk Allāh al-Shamshawī,سيد عبد الله بن الفضل بن بارك الله الشمشوي
4341,Sīdī `Abd Allāh b. al-Ḥāj Ibrāhīm al-`Alawī,سيدي عبد الله بن الحاج إبراهيم العلوي
4343,Sīdi `Abd Allāh b. Alfāgha Sīdi Aḥmad,سيد عبد الله بن الفغ سيد أحمد
4346,Sīdī `Abd Allāh b. Muḥammad b. al-Qāḍī al`Alawī ash-Shinqīṭī,سيدي عبد الله بن محمد بن القاضي العلوي الشنقيطي
4347,Sīdi `Abd Allāh b. Sīdi Muḥammad al-Raqqādī,سيد عبد الله بن سيد محمد الرقادي
4348,Sīdi `Abd Allāh Muḥammad b. Ibrāhīm b. Muḥammad Yaḥya al-Nafzī,سيد عبد الله محمد بن إبراهيم بن محمد يحيي النفزي
4349,Sīdi `Alī b. al-Najīb,سيد عالي بن النجيب
4350,Sīdi `Alī b. Muḥammad b. Muḥammad b. Bīr,سيد علي بن محمد بن محمد بن بير
4351,Sīdi `Alī b. Sīdi `Umar b. Sīdi Aḥmad b. al-Qāḍī al-Arawānī,سيد عالي بن سيد عمر بن سيد أحمد بن القاضي الأرواني
4352,Sīdi `Alī b. Wafārī,سيد علي بن وفارضي
4353,Sīdi `Anās Sū al-Jābawī,سيد عباس سو الجابوي
4354,Sīdi `Ubayd b. Sīdi Muḥammad b. Abūd al-Sanaghatī,سيد عبيد بن سيد محمد بن ابوذ السنغتي
4357,Sīdi `Umar b. Sīdi Aḥmad al-Bakkā`ī al-Kuntī,سيد عمر بن سيد أحمد البكائي الكنتي
4358,Sīdi `Uṭāf,سيد عطاف
4361,Sīdi `Uthmān b. Muḥammad Sanbāju,سيد عثمان بن محمد سنباج
4363,Sīdi A`li b. Sīdi Muḥammad al-`Alawī,سيد اعلي بن سيد محمد العلوي
4364,Sīdī A`mar b. Muḥammad b. al-Mukhtār al-Kuntī,سيدي اعمر بن محمد بن المختار الكنتي
4366,Sīdi Abī Bakr b. Sīdi Aḥmad b. al-Ṣāliḥ,سيد أبو بكر بن سيد أحمد بن الصالح
4367,Sīdi Aḥmad al-Ḥabīb b. Sīdi Muḥammad al-Arawānī,سيد أحمد الحبيب بن سيد محمد الأرواني
4368,Sīdi Aḥmad al-Raghādī,سيد أحمد الرغادي
4369,Sīdi Aḥmad b. `Arab al-Sharnūbī,سيد أحمد عرب الشرنوبي
4370,Sīdi Aḥmad b. `Umar,سيد أحمد بن عمر
4372,Sīdi Aḥmad b. Aḥmad al-Sanyāṭī,سيد أحمد بن أحمد السنياطي
4373,Sīdi Aḥmad b. al-Mubārik al-Lamṭī,أحمد بن مبارك اللمطي
4374,Sīdi Aḥmad b. al-Najīb,سيد أحمد بن النجيب
4375,Sīd Aḥmad b. Asmuhu ad-Daymānī,سيد أحمد بن أسمهو الديماني
4377,Sīdi Aḥmad b. Bukku al-`Alawī,سيد أحمد بن بك العلوي
4378,Sīdi b. Aḥmad b. Ḥabat al-Ghallāwī,سيدي بن أحمد بن حبت الغلاوي
4379,Sīdi Aḥmad b. Ḥamād al-Mahfūẓī,سيد أحمد بن حماد المحفوظي
4380,Sīdi Aḥmad b. Ḥamād b. Muḥammad al-Amīn,سيد أحمد بن حماد بن محمد الأمين
4382,Sīdi Aḥmad b. Mandīl,سيد أحمد بن منديل
4384,Sīdi Aḥmad b. Muḥammad al-Raqqād b. Aḥmad al-Fayyum b. Sīdi A`mar al-Kuntī,سيد أحمد بن محمد الرقاد بن أحمد الفيوم بن سيد أعمر الكنتي
4385,Sīdi Aḥmad b. Muḥammad b. Abī Bakr,سيد أحمد بن محمد بن أبي بكر
4386,Sīdi Aḥmad b. Muḥammad b. Qiyyas,سيد أحمد بن محمد بن قيس
4387,Sīdi Aḥmad b. Nāṣir,سيد أحمد بن ناصر
4388,Sīdi Aḥmad b. Sa`īd al-Sūsī,سيد أحمد بن سعيد السوسي
4389,Sīdi Aḥmad b. Sīdi al-Mukhtār al-Kuntī,سيد أحمد بن سيدي المختار الكنتي
4390,Sīdi Aḥmad b. Sīdi Bubakr b. al-Ṣayd al-Arawānī,سيد أحمد بن سيد ببكر بن الصيد الأرواني
4391,Sīdi Aḥmad Bannānī al-Fāsī,سيد أحمد بناني الفاسي
4392,Sīdi al-`Abbās al-Azharī,سيد العباس الأزهري
4393,Sīdi al-Amīn b. Abī Bakr b. A`mar Ṭālib,سيد الأمين بن أبي بكر بن اعمر طالب
4394,Sīdi al-Bakkā`ī b. Sīdi al-Bakkā`ī,سيد البكائي بن سيد البكائي
4395,Sīdi al-Faḍl b. Maḥmūdan,سيد الفضل بن محمودن
4396,Sīdi al-Ḥājj b. Sīdi b. al-Ṭālib Li-lla,سيد الحاج بن سيد بن الطالب لللة
4397,Sīdi al-Ḥusayn b. `Alī al-Shaghshāwī,سيد الحسين بن علي الشغشاوي
4398,Sīdi al-Maghribī,سيد المغربي
4399,Sīdi al-Manṣūr al-Hudhudī,سيد المنصور الهدهدي
4400,Sīdi al-Mukhtār,سيد المختار
4401,Sīdi al-Mukhtār (Baddi) b. Sīdī Muḥammad b. Sīdī al-Mukhtār al-Kuntī,سيدي المختار (بادي) بن سيدي محمد بن سيدي المختار الكنتي
4402,al-Mukhtār A`zīz b. aṭ-Ṭālib Mukhtār b. Ḥabīb al-`Alawī,المختار اعْزيزْ بن الطالب مختاربن حبيب العلوي
4404,Sīdi al-Mukhtār b. Aḥmad b. Abī Bakr al-Kuntī,سيدي المختار بن أحمد بن أبي بكر الكنتي
4408,Sīdi al-Mukhtār b. Aḥmad b. Maylud,سيد المختار بن أحمد ميلود
4409,Sīdī al-Mukhtār b. Aḥmad Maḥmūd b. Muḥammad al-Mukhtār al-Intisha'ī al-Abyayrī,سيدي المختار بن أحمد محمود بن محمد المختار الآنتشائي الأبييري
4410,Sīdī al-Mukhtār b. `Abd aj-Jalīl ar-Rabbānī at-Tandaghī,سيدي المختار بن عبد الجليل الأربعيني التندغي
4411,Sīdi al-Mukhtār b. Bāba al-Kuntī,سيد المختار بن بابا الكنتي
4412,Sīdi al-Mukhtār b. Muḥammad `Aynaynā,سيد المختار بن محمد عينينا
4413,Sīdī al-Mukhtār b. Sīdī Muḥammad b. ash-Shaykh Sīdīyya al-Abyayrī al-Intishā'ī,سيدي المختار بن سيدي محمد بن الشيخ سيديا الأبييري الإنتشائي
4414,Sīdi al-Ṣāliḥ b. Sīdi al-Wāfī b. Sīdi Aḥmad Ag Addā,سيد الصالح بن سيد الوافي بن سيد أحمد أك أدا
4415,Sīdi al-Sharīf Ḥabīb b. `Abd al-Qādir al-Marrākashī,سيد الشريف حبيب بن عبد القادر الممراكشي
